Name,Affiliation,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore,FirstAuthorCount,LastAuthorCount
Yulia Tsvetkov,Carnegie Mellon University,2,2,0,6.25,6.25,0,1
Sergei Ivanov,Criteo,1,1,0,6.75,6.75,1,0
Zhuang Liu,University of California Berkeley,2,1,1,6.04,6.75,2,0
Xuanlin Li,University of California Berkeley,2,2,0,6.625,6.625,1,0
Bingyi Kang,National University of Singapore,4,2,2,5.702500000000001,6.04,2,0
Wei Hu,Princeton University,3,2,1,6.45,6.675,0,0
Jason D. Lee,Princeton University,6,2,4,6.183333333333334,6.675,1,1
Qi Lei,Princeton University,3,1,2,6.25,6.75,1,1
Jiahui Yu,Google Brain,2,1,1,6.125,6.75,1,0
Wei Han,Google,1,1,0,6.75,6.75,0,0
Anmol Gulati,Google,1,1,0,6.75,6.75,0,0
Chung-Cheng Chiu,Google,1,1,0,6.75,6.75,0,0
Bo Li,Google,1,1,0,6.75,6.75,0,0
Tara N Sainath,Google,1,1,0,6.75,6.75,0,0
Yonghui Wu,,2,1,1,6.25,6.75,0,1
Ruoming Pang,,1,1,0,6.75,6.75,0,1
Jonathan Cornford,McGill University,1,1,0,6.75,6.75,1,0
Damjan Kalajdzievski,"Montreal Institute for Learning Algorithms, University of Montreal, University of Montreal",1,1,0,6.75,6.75,0,0
Marco Leite,,1,1,0,6.75,6.75,0,0
Amélie Lamarquette,University of Cambridge,1,1,0,6.75,6.75,0,0
Dimitri Michael Kullmann,,1,1,0,6.75,6.75,0,0
Blake Aaron Richards,McGill University,3,1,2,5.583333333333333,6.75,0,2
Jiayi Shen,University of Amsterdam,2,0,2,6.5,0.0,1,0
Xiantong Zhen,University of Amsterdam,3,1,2,6.25,5.75,0,0
Marcel Worring,University of Amsterdam,2,0,2,6.0,0.0,0,1
Ling Shao,Inception Institute of Artificial Intelligence,3,1,2,6.25,5.75,0,1
Evren Korpeoglu,,1,1,0,6.75,6.75,0,0
Sushant Kumar,Carnegie Mellon University,1,1,0,6.75,6.75,0,0
Kannan Achan,,1,1,0,6.75,6.75,0,1
Mengye Ren,Uber,3,2,1,6.416666666666667,6.5,1,0
Michael Louis Iuzzolino,"University of Colorado, Boulder",1,1,0,6.75,6.75,0,0
Michael Curtis Mozer,University of Colorado at Boulder,6,2,4,5.445,6.625,0,3
Edoardo Cetin,King's College London,1,1,0,6.75,6.75,1,0
Oya Celiktutan,King's College London,1,1,0,6.75,6.75,0,1
Kartik Ahuja,IBM Research,1,1,0,6.75,6.75,1,0
Jun Wang,,1,1,0,6.75,6.75,0,0
Amit Dhurandhar,International Business Machines,1,1,0,6.75,6.75,0,0
Karthikeyan Shanmugam,International Business Machines,2,1,1,6.25,6.75,0,0
Kush R. Varshney,International Business Machines,1,1,0,6.75,6.75,0,1
Shuang Ma,Microsoft,2,1,1,6.25,6.75,2,0
Zhaoyang Zeng,SUN YAT-SEN UNIVERSITY,2,1,1,6.25,6.75,0,0
Daniel McDuff,Microsoft,5,1,4,5.766,6.75,0,1
Yale Song,Microsoft Research,4,3,1,6.1875,6.333333333333333,0,4
Khimya Khetarpal,McGill University,1,1,0,6.75,6.75,0,0
Jeremy Cohen,Carnegie Mellon University,1,1,0,6.75,6.75,1,0
Simran Kaur,,1,1,0,6.75,6.75,0,0
Yuanzhi Li,"CMU, Carnegie Mellon University",2,1,1,6.375,6.75,0,0
Michael Sejr Schlichtkrull,University of Amsterdam,1,1,0,6.75,6.75,1,0
Ivan Titov,University of Edinburgh,1,1,0,6.75,6.75,0,1
Andy Shih,"Computer Science Department, Stanford University",1,1,0,6.75,6.75,1,0
Arjun Sawhney,Stanford University,1,1,0,6.75,6.75,0,0
Jovana Kondic,Princeton University,1,1,0,6.75,6.75,0,0
Dorsa Sadigh,Stanford University,1,1,0,6.75,6.75,0,1
John Zarka,Ecole Normale Superieure,1,1,0,6.75,6.75,1,0
Florentin Guth,Ecole Normale Supérieure,1,1,0,6.75,6.75,0,0
Stéphane Mallat,Ecole Normale Superieure,1,1,0,6.75,6.75,0,1
Marton Havasi,University of Cambridge,1,1,0,6.75,6.75,1,0
Rodolphe Jenatton,Google,1,1,0,6.75,6.75,0,0
Stanislav Fort,Stanford University,2,1,1,5.75,6.75,1,0
Jeremiah Zhe Liu,Harvard University,1,1,0,6.75,6.75,0,0
Jasper Snoek,Google,4,3,1,5.75,6.416666666666667,0,1
Balaji Lakshminarayanan,Google Brain,3,2,1,5.833333333333333,6.625,0,0
Andrew Mingbo Dai,Google,1,1,0,6.75,6.75,0,0
Dustin Tran,Columbia University,2,2,0,6.625,6.625,0,2
Zhengdao Chen,New York University,1,1,0,6.75,6.75,1,0
Lei Chen,New York University,1,1,0,6.75,6.75,0,0
Joan Bruna,New York University,1,1,0,6.75,6.75,0,1
Siyi Liu,University of Electronic Science and Technology of China,1,1,0,6.75,6.75,1,0
Chen Gao,"Tsinghua University, Tsinghua University",1,1,0,6.75,6.75,0,0
Yihong Chen,University College London,1,1,0,6.75,6.75,0,0
Depeng Jin,,2,1,1,6.25,6.75,0,0
Yong Li,,3,1,2,5.666666666666667,6.75,0,3
Daya Guo,SUN YAT-SEN UNIVERSITY,1,1,0,6.75,6.75,1,0
Shuo Ren,Beihang University,1,1,0,6.75,6.75,0,0
Shuai Lu,Peking University,1,1,0,6.75,6.75,0,0
Zhangyin Feng,,1,1,0,6.75,6.75,0,0
Duyu Tang,Harbin Institute of Technology,2,1,1,6.25,6.75,0,0
Shujie LIU,Microsoft,1,1,0,6.75,6.75,0,0
Long Zhou,Microsoft Research Asia,1,1,0,6.75,6.75,0,0
Nan Duan,Microsoft Research Asia,2,1,1,6.25,6.75,0,0
Alexey Svyatkovskiy,Microsoft,1,1,0,6.75,6.75,0,0
Shengyu Fu,,1,1,0,6.75,6.75,0,0
Michele Tufano,,1,1,0,6.75,6.75,0,0
Shao Kun Deng,Microsoft,1,1,0,6.75,6.75,0,0
Colin Clement,Microsoft,1,1,0,6.75,6.75,0,0
Dawn Drain,,1,1,0,6.75,6.75,0,0
Neel Sundaresan,Microsoft,1,1,0,6.75,6.75,0,0
Jian Yin,,1,1,0,6.75,6.75,0,0
Daxin Jiang,Microsoft,4,2,2,5.8125,6.625,0,2
Ming Zhou,,2,1,1,6.25,6.75,0,2
Max Revay,University of Sydney,1,0,1,6.75,0.0,1,0
Ruigang Wang,University of Sydney,1,0,1,6.75,0.0,0,0
Ian Manchester,University of Sydney,1,0,1,6.75,0.0,0,1
Simon Carbonnelle,Université catholique de Louvain,1,1,0,6.75,6.75,1,0
Christophe De Vleeschouwer,,1,1,0,6.75,6.75,0,1
Giovanni Paolini,Amazon,2,2,0,6.5,6.5,1,0
Ben Athiwaratkun,Amazon,1,1,0,6.75,6.75,0,0
Jason Krone,Amazon,1,1,0,6.75,6.75,0,0
Jie Ma,Cornell University,1,1,0,6.75,6.75,0,0
Alessandro Achille,Amazon,4,3,1,6.1875,6.333333333333333,0,0
RISHITA ANUBHAI,Stanford University,1,1,0,6.75,6.75,0,0
Cicero Nogueira dos Santos,Amazon Web Services,1,1,0,6.75,6.75,0,0
Bing Xiang,Amazon,1,1,0,6.75,6.75,0,0
Stefano Soatto,UCLA,2,2,0,6.5,6.5,0,2
Vo Nguyen Le Duy,Nagoya Institute of Technology,1,0,1,6.75,0.0,1,0
Shogo Iwazaki,,1,0,1,6.75,0.0,0,0
Ichiro Takeuchi,Nagoya Institute of Technology,1,0,1,6.75,0.0,0,1
Cassidy Laidlaw,"University of Maryland, College Park",1,1,0,6.75,6.75,1,0
Sahil Singla,"University of Maryland, College Park",2,2,0,5.875,5.875,1,0
Soheil Feizi,"University of Maryland, College Park",5,5,0,6.0,6.0,0,5
David W. Romero,Vrije Universiteit Amsterdam,1,1,0,6.75,6.75,1,0
Jean-Baptiste Cordonnier,Swiss Federal Institute of Technology Lausanne,2,1,1,6.0,6.75,1,1
Wenhan Xiong,", UC Santa Barbara",1,1,0,6.75,6.75,1,0
Xiang Li,"Department of Computer Science, University of Massachusetts, Amherst",2,1,1,6.125,6.75,0,0
Srini Iyer,"University of Washington, Seattle",1,1,0,6.75,6.75,0,0
Jingfei Du,Facebook,2,2,0,6.375,6.375,0,0
Patrick Lewis,University College London,1,1,0,6.75,6.75,0,0
William Yang Wang,UC Santa Barbara,2,2,0,6.625,6.625,0,0
Yashar Mehdad,,1,1,0,6.75,6.75,0,0
Scott Yih,Facebook AI Research,1,1,0,6.75,6.75,0,0
Douwe Kiela,Facebook AI Research,4,1,3,5.5425,6.75,0,1
Barlas Oguz,Facebook AI,1,1,0,6.75,6.75,0,1
Samuel Horváth,KAUST,2,1,1,6.0,6.75,2,0
Peter Richtarik,KAUST,3,1,2,5.5,6.75,0,3
Marc Anton Finzi,New York University,1,1,0,6.75,6.75,1,0
Roberto Bondesan,Qualcomm AI Research,2,1,1,5.875,6.75,1,0
Nanxuan Zhao,City University of Hong Kong,1,1,0,6.75,6.75,1,0
Zhirong Wu,Microsoft,2,1,1,5.875,6.75,0,0
Rynson W. H. Lau,City University of Hong Kong,1,1,0,6.75,6.75,0,0
Stephen Lin,Microsoft Research Asia,1,1,0,6.75,6.75,0,1
Zixiang Chen,", University of California, Los Angeles",1,1,0,6.75,6.75,1,0
Yuan Cao,Princeton University,1,1,0,6.75,6.75,0,0
Difan Zou,"University of California, Los Angeles",2,2,0,6.54,6.54,0,0
Thao Nguyen,Google,1,1,0,6.75,6.75,1,0
Maithra Raghu,Cornell University/Google Brain,3,3,0,6.5,6.5,0,1
Simon Kornblith,Google,3,2,1,5.833333333333333,6.5,1,1
eran malach,"Hebrew University of Jerusalem, Israel",1,1,0,6.75,6.75,1,0
Shai Shalev-Shwartz,Hebrew University of Jerusalem,1,1,0,6.75,6.75,0,1
Changan Chen,"University of Texas, Austin",1,1,0,6.75,6.75,1,0
Sagnik Majumder,"University of Texas, Austin",1,1,0,6.75,6.75,0,0
Ziad Al-Halah,University of Texas at Austin,2,1,1,6.0,6.75,0,0
Ruohan Gao,The University of Texas at Austin,1,1,0,6.75,6.75,0,0
Santhosh Kumar Ramakrishnan,"University of Texas, Austin",2,1,1,6.0,6.75,1,0
Kristen Grauman,Facebook,2,1,1,6.0,6.75,0,2
Pablo Morales-Alvarez,University of Granada,1,1,0,6.75,6.75,1,0
Daniel Hernández-Lobato,Universidad Autónoma de Madrid,1,1,0,6.75,6.75,0,0
Rafael Molina,,1,1,0,6.75,6.75,0,0
Fredrik Carlsson,"KTH Royal Institute of Technology, Stockholm, Sweden",1,1,0,6.75,6.75,1,0
Magnus Sahlgren,Research institutes of Sweden,1,1,0,6.75,6.75,0,0
Evangelia Gogoulou,"KTH Royal Institute of Technology, Stockholm, Sweden",1,1,0,6.75,6.75,0,0
Amaru Cuba Gyllensten,"KTH Royal Institute of Technology, Stockholm, Sweden",1,1,0,6.75,6.75,0,0
Erik Ylipää Hellqvist,Uppsala University,1,1,0,6.75,6.75,0,1
Ali Harakeh,Toronto University,1,1,0,6.75,6.75,1,0
Steven L. Waslander,Toronto University,1,1,0,6.75,6.75,0,1
Huan Zhang,"University of California, Los Angeles",3,2,1,5.916666666666667,6.125,1,0
Hongge Chen,Massachusetts Institute of Technology,1,1,0,6.75,6.75,0,0
Duane S Boning,Massachusetts Institute of Technology,1,1,0,6.75,6.75,0,0
Zhuotong Chen,UC Santa Barbara,1,1,0,6.75,6.75,1,0
Qianxiao Li,National University of Singapore,2,2,0,6.5,6.5,0,1
Zheng Zhang,UC Santa Barbara,1,1,0,6.75,6.75,0,1
Taylor Whittington Webb,"University of California, Los Angeles",1,1,0,6.75,6.75,1,0
Ishan Sinha,,1,1,0,6.75,6.75,0,0
Jonathan Cohen,Princeton University,2,2,0,6.625,6.625,0,1
Shreyas Chaudhari,Carnegie Mellon University,1,1,0,6.75,6.75,0,0
Swapnil Asawa,University of Pittsburgh,1,1,0,6.75,6.75,0,0
Ankesh Anand,"Mila, University of Montreal",1,1,0,6.75,6.75,0,0
Rishab Goel,Mila,1,1,0,6.75,6.75,0,0
R Devon Hjelm,Microsoft,1,1,0,6.75,6.75,0,0
Philip Bachman,Microsoft,2,1,1,6.04,6.75,0,2
Yang Chen,Georgia Institute of Technology,1,0,1,6.75,0.0,1,0
Alan Ritter,Ohio State University,1,0,1,6.75,0.0,0,1
Ziang Yan,Tsinghua University,1,1,0,6.75,6.75,1,0
Yiwen Guo,ByteDance,2,1,1,6.375,6.75,0,0
Jian Liang,Alibaba Group,2,1,1,4.875,6.75,0,0
Yuanyuan Yuan,"Department of Computer Science and Engineering, The Hong Kong University of Science and Technology",1,1,0,6.75,6.75,1,0
Shuai Wang,Hong Kong University of Science and Technology,2,1,1,6.125,6.75,0,0
Junping Zhang,Fudan University,1,1,0,6.75,6.75,0,1
Kumar Ayush,"Computer Science Department, Stanford University",1,1,0,6.75,6.75,0,0
Burak Uzkent,Stanford University,1,1,0,6.75,6.75,0,0
Hongxia Jin,,2,2,0,6.5,6.5,0,0
Daniel Gordon,"Department of Computer Science, University of Washington",2,1,1,6.21,6.75,1,0
Thomas Hai Dang Nguyen,"University of Washington, Seattle",1,1,0,6.75,6.75,0,0
Shyamgopal Karthik,IIIT Hyderabad,1,1,0,6.75,6.75,1,0
Ameya Prabhu,University of Oxford,1,1,0,6.75,6.75,0,0
Vineet Gandhi,International Institute of Information Technology Hyderabad,1,1,0,6.75,6.75,0,1
Gregor N. C. Simm,University of Cambridge,1,1,0,6.67,6.67,1,0
Robert Pinsler,University of Cambridge,1,1,0,6.67,6.67,0,0
Gábor Csányi,,1,1,0,6.67,6.67,0,0
Zhenyu Zhang,University of Science and Technology of China,3,3,0,6.613333333333333,6.613333333333333,0,0
Sijia Liu,International Business Machines,7,4,3,5.798571428571429,6.4175,0,0
Shiyu Chang,International Business Machines,3,3,0,6.5566666666666675,6.5566666666666675,0,0
Hubert Ramsauer,Johannes Kepler University Linz,1,1,0,6.67,6.67,1,0
Bernhard Schäfl,Johannes Kepler University Linz,1,1,0,6.67,6.67,0,0
Johannes Lehner,Johannes Kepler University Linz,1,1,0,6.67,6.67,0,0
Philipp Seidl,Johannes Kepler University Linz,1,1,0,6.67,6.67,0,0
Michael Widrich,"Institute for Machine Learning, Johannes Kepler University Linz",2,1,1,5.635,6.67,0,0
Lukas Gruber,Johannes Kepler University Linz,1,1,0,6.67,6.67,0,0
Thomas Adler,Johannes Kepler University Linz,2,1,1,5.635,6.67,1,0
David Kreil,,2,1,1,5.635,6.67,0,0
Michael K Kopp,Institute of Advanced Research in Artificial Intelligence (IARAI),2,1,1,5.635,6.67,0,0
Johannes Brandstetter,Johannes Kepler University Linz,3,1,2,5.84,6.67,0,0
Andrey Malinin,Yandex,3,2,1,6.3066666666666675,6.585,3,0
Mark Gales,University of Cambridge,3,1,2,5.890000000000001,6.67,0,3
Carles Domingo-Enrich,New York University,1,1,0,6.67,6.67,1,0
Fabian Pedregosa,Google AI,1,1,0,6.67,6.67,0,0
Damien Scieur,"Department of Computer Science, Princeton University",2,1,1,5.96,6.67,1,1
Haibo Yang,Iowa State University,1,1,0,6.67,6.67,1,0
Minghong Fang,The Ohio State University,1,1,0,6.67,6.67,0,0
Jia Liu,The Ohio State University,1,1,0,6.67,6.67,0,1
Kaiyang Zhou,University of Surrey,1,1,0,6.67,6.67,1,0
Yongxin Yang,University of Surrey,2,1,1,6.17,6.67,0,0
Yu Qiao,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",2,2,0,6.335,6.335,0,1
Tao Xiang,University of Surrey,4,3,1,6.3425,6.456666666666667,0,1
Kapil Vaidya,Massachusetts Institute of Technology,1,1,0,6.67,6.67,1,0
Eric Knorr,,1,1,0,6.67,6.67,0,0
Michael Mitzenmacher,Harvard University,1,1,0,6.67,6.67,0,0
Tim Kraska,Brown University,2,1,1,5.96,6.67,0,1
Adam Foster,University of Oxford,1,1,0,6.67,6.67,1,0
Rattana Pukdee,University of Oxford,1,1,0,6.67,6.67,0,0
Tom Rainforth,University of Oxford,4,4,0,6.4175,6.4175,0,3
Garrett Honke,"State University of New York, Binghamton",1,1,0,6.67,6.67,1,0
Irina Higgins,DeepMind,1,1,0,6.67,6.67,0,0
Nina Thigpen,,1,1,0,6.67,6.67,0,0
Vladimir Miskovic,,1,1,0,6.67,6.67,0,0
Katie Link,,1,1,0,6.67,6.67,0,0
Sunny Duan,,1,1,0,6.67,6.67,0,0
Pramod Gupta,,1,1,0,6.67,6.67,0,0
Julia Klawohn,,1,1,0,6.67,6.67,0,0
Greg Hajcak,,1,1,0,6.67,6.67,0,1
Yaling Tao,university of tsukuba,1,1,0,6.67,6.67,1,0
Kentaro Takagi,Kyoto University,1,1,0,6.67,6.67,0,0
Kouta Nakata,The University of Tokyo,1,1,0,6.67,6.67,0,1
Benjamin Ehret,Swiss Federal Institute of Technology,1,1,0,6.67,6.67,1,0
Christian Henning,Swiss Federal Institute of Technology,2,2,0,6.585,6.585,0,0
Maria Cervera,Swiss Federal Institute of Technology,1,1,0,6.67,6.67,0,0
Alexander Meulemans,Swiss Federal Institute of Technology,2,2,0,6.585,6.585,0,0
Johannes Von Oswald,Swiss Federal Institute of Technology,2,2,0,6.585,6.585,1,0
Benjamin F Grewe,Swiss Federal Institute of Technology,2,2,0,6.585,6.585,0,2
Wenbo Gong,University of Cambridge,1,1,0,6.67,6.67,1,0
Yingzhen Li,Microsoft Research Cambridge,3,1,2,5.890000000000001,6.67,0,1
Ruiqi Gao,"University of California, Los Angeles",2,1,1,6.335,6.67,2,0
Ying Nian Wu,UCLA,4,1,3,6.1675,6.67,0,1
Alihan Hüyük,University of Cambridge,1,1,0,6.67,6.67,1,0
Daniel Jarrett,University of Cambridge,3,3,0,6.223333333333334,6.223333333333334,1,0
Cem Tekin,Bilkent University,1,1,0,6.67,6.67,0,0
Mihaela van der Schaar,University of California-Los Angeles,8,5,3,6.1025,6.284000000000001,0,8
Vin Sachidananda,Stanford University,1,1,0,6.67,6.67,1,0
Ziyi Yang,Stanford University,2,1,1,6.085,6.67,1,0
Chenguang Zhu,Stanford University,2,1,1,5.96,6.67,0,1
Pau de Jorge,Naver Labs Europe,1,1,0,6.67,6.67,1,0
Harkirat Behl,University of Oxford,2,2,0,6.585,6.585,0,0
Grégory Rogez,Naver Labs Europe,1,1,0,6.67,6.67,0,0
XINJIE FAN,"University of Texas, Austin",1,1,0,6.67,6.67,1,0
Shujian Zhang,"University of Texas, Austin",1,1,0,6.67,6.67,0,0
Korawat Tanwisuth,"University of Texas, Austin",1,1,0,6.67,6.67,0,0
Xiaoning Qian,Texas A&M,3,2,1,5.890000000000001,6.335,0,2
Mingyuan Zhou,The University of Texas at Austin,3,1,2,5.78,6.67,0,3
Prateek Jaiswal,Purdue University,1,0,1,6.67,0.0,1,0
Harsha Honnappa,Purdue University,1,0,1,6.67,0.0,0,0
Vinayak Rao,Purdue University,1,0,1,6.67,0.0,0,1
Rohan Anil,Google,2,0,2,5.71,0.0,1,0
Vineet Gupta,Google,1,0,1,6.67,0.0,0,0
Tomer Koren,Tel Aviv University,1,0,1,6.67,0.0,0,0
Kevin Regan,University of Toronto,1,0,1,6.67,0.0,0,0
Yoram Singer,,1,0,1,6.67,0.0,0,1
Naoyuki Terashita,Hitachi Ltd. R&D group,1,1,0,6.67,6.67,1,0
Hiroki Ohashi,Hitachi Ltd. R&D group,1,1,0,6.67,6.67,0,0
Yuichi Nonaka,,1,1,0,6.67,6.67,0,0
Takashi Kanemaru,,1,1,0,6.67,6.67,0,1
Veronika Thost,International Business Machines,1,1,0,6.67,6.67,1,0
Jie Chen,International Business Machines,2,2,0,6.17,6.17,0,1
Mingyang Yi,University of Chinese Academy of Sciences,1,1,0,6.67,6.67,1,0
Lu Hou,Huawei Technologies Ltd.,1,1,0,6.67,6.67,0,0
Zhi-Ming Ma,,2,1,1,6.085,6.67,0,1
Seungjun Lee,Seoul National University,1,1,0,6.67,6.67,1,0
Haesang Yang,Seoul National University,1,1,0,6.67,6.67,0,0
Woojae Seong,,1,1,0,6.67,6.67,0,1
Ayya Alieva,Stanford University,1,1,0,6.67,6.67,1,0
Aiden Aceves,California Institute of Technology,1,1,0,6.67,6.67,0,0
Jialin Song,California Institute of Technology,1,1,0,6.67,6.67,0,0
Stephen Mayo,,1,1,0,6.67,6.67,0,0
Yisong Yue,California Institute of Technology,4,1,3,5.605,6.67,0,2
Yuxin Chen,University of Chicago,3,1,2,5.5566666666666675,6.67,0,2
Justin Fu,University of California Berkeley,3,2,1,6.0566666666666675,6.585,3,0
Sean Fox,University of Sydney,1,1,0,6.67,6.67,1,0
Seyedramin Rasoulinezhad,University of Sydney,1,1,0,6.67,6.67,0,0
Julian Faraone,University of Sydney,1,1,0,6.67,6.67,0,0
david boland,,1,1,0,6.67,6.67,0,0
Philip Leong,,1,1,0,6.67,6.67,0,1
Adam Fisch,Massachusetts Institute of Technology,1,1,0,6.67,6.67,1,0
Tal Schuster,Massachusetts Institute of Technology,1,1,0,6.67,6.67,0,0
Tommi S. Jaakkola,Massachusetts Institute of Technology,4,1,3,5.48,6.67,0,2
Regina Barzilay,,3,1,2,5.640000000000001,6.67,0,1
Shankar Krishnan,Google,2,1,1,5.46,6.67,0,0
Hao Cheng,Tencent Youtu Lab,1,1,0,6.67,6.67,1,0
Zhaowei Zhu,"University of California, Santa Cruz",2,1,1,6.335,6.67,0,0
Xingyu Li,"University of California, Santa Cruz",1,1,0,6.67,6.67,0,0
Yifei Gong,Carnegie Mellon University,1,1,0,6.67,6.67,0,0
Xing Sun,Tencent YouTu Lab,1,1,0,6.67,6.67,0,0
Liang Ding,University of Sydney,2,2,0,6.335,6.335,1,0
Longyue Wang,Tencent AI Lab,2,2,0,6.335,6.335,0,0
Xuebo Liu,University of Macau,2,2,0,6.335,6.335,1,0
Derek F. Wong,University of Macau,2,2,0,6.335,6.335,0,0
Dacheng Tao,University of Sydney,9,1,8,5.4911111111111115,6.67,0,8
Zhaopeng Tu,Tencent AI Lab,2,2,0,6.335,6.335,0,2
Sebastian W. Ober,University of Cambridge,2,0,2,6.335,0.0,1,1
Lizhen Nie,,1,1,0,6.67,6.67,1,0
Mao Ye,"University of Texas, Austin",1,1,0,6.67,6.67,0,0
Dan Nicolae,,1,1,0,6.67,6.67,0,1
Michael R Zhang,University of Toronto,2,2,0,6.585,6.585,1,0
Thomas Paine,Google/DeepMind,3,2,1,5.613333333333333,6.585,0,1
Cosmin Paduraru,DeepMind,3,2,1,5.890000000000001,6.585,0,0
George Tucker,Google Brain,4,2,2,5.96,6.585,0,0
ziyu wang,Google,3,2,1,5.613333333333333,6.585,0,0
Mohammad Norouzi,Google Brain,6,5,1,6.166666666666667,6.5,0,2
Changhao Shi,"University of California, San Diego",2,1,1,5.835,6.67,1,0
Chester Holtz,"University of California, San Diego, University of California, San Diego",2,1,1,5.835,6.67,1,0
Gal Mishne,"University of California, San Diego",2,1,1,5.835,6.67,0,2
Erik Scharwächter,TU Dortmund,1,1,0,6.67,6.67,1,0
Jonathan Lennartz,,1,1,0,6.67,6.67,0,0
Emmanuel Müller,,1,1,0,6.67,6.67,0,1
Junyi Zhu,KU Leuven,1,1,0,6.67,6.67,1,0
Matthew B. Blaschko,KU Leuven,1,1,0,6.67,6.67,0,1
Edgar Schönfeld,Bosch,1,1,0,6.67,6.67,1,0
Vadim Sushko,"Robert Bosch GmbH, Bosch",1,1,0,6.67,6.67,0,0
Dan Zhang,Bosch Center for Artificial Intelligence,2,2,0,6.5,6.5,0,1
Juergen Gall,University of Bonn,1,1,0,6.67,6.67,0,0
Bernt Schiele,"Max Planck Institute for Informatics, Saarland Informatics Campus",1,1,0,6.67,6.67,0,0
Anna Khoreva,Bosch Center for Artificial Intelligence,1,1,0,6.67,6.67,0,1
Yannis Flet-Berliac,SequeL Inria / Univ. Lille,2,2,0,6.5,6.5,2,0
reda ouhamma,Université de Lille,1,1,0,6.67,6.67,0,0
odalric-ambrym maillard,,1,1,0,6.67,6.67,0,0
Philippe Preux,Université de Lille,3,2,1,5.75,6.5,0,1
Valeriia Cherepanova,"University of Maryland, College Park",1,1,0,6.67,6.67,1,0
Harrison Foley,,1,1,0,6.67,6.67,0,0
Shiyuan Duan,,1,1,0,6.67,6.67,0,0
John P Dickerson,Arthur AI,3,1,2,5.8066666666666675,6.67,0,0
Gavin Taylor,US Naval Academy,3,2,1,6.3066666666666675,6.46,0,0
Xinran Wang,"University of Minnesota, Minneapolis",1,1,0,6.67,6.67,1,0
Yu Xiang,,1,1,0,6.67,6.67,0,0
Jun Gao,,1,1,0,6.67,6.67,0,0
Jie Ding,"University of Minnesota, Minneapolis",3,2,1,5.946666666666666,6.585,0,2
Myeongjang Pyeon,Seoul National University,1,1,0,6.67,6.67,1,0
Jihwan Moon,Seoul National University,1,1,0,6.67,6.67,0,0
Taeyoung Hahn,Seoul National University,1,1,0,6.67,6.67,0,0
Gunhee Kim,Seoul National University,5,4,1,6.234,6.2925,0,3
Zhiyuan Fang,Arizona State University,1,1,0,6.67,6.67,1,0
Jianfeng Wang,University of Science and Technology of China,1,1,0,6.67,6.67,0,0
Lijuan Wang,,1,1,0,6.67,6.67,0,0
Lei Zhang,Microsoft,1,1,0,6.67,6.67,0,0
Yezhou Yang,Arizona State University,2,2,0,6.17,6.17,0,1
Zicheng Liu,,3,2,1,6.223333333333334,6.585,0,1
Sebastian Kaltenbach,Technical University Munich,1,1,0,6.6,6.6,1,0
Phaedon Stelios Koutsourelakis,Princeton University,1,1,0,6.6,6.6,0,1
Jonathan Pilault,Polytechnique Montreal,1,1,0,6.6,6.6,1,0
Amine El hattami,Polytechnique Montreal,1,1,0,6.6,6.6,0,0
Jiaqi Yang,"Institute for Interdisciplinary Information Sciences, Tsinghua University",1,1,0,6.6,6.6,1,0
Zengyi Qin,Massachusetts Institute of Technology,2,1,1,6.425,6.6,2,0
Kaiqing Zhang,"University of Illinois, Urbana Champaign",3,1,2,5.923333333333333,6.6,0,0
Yuxiao Chen,,2,1,1,6.425,6.6,0,0
Jingkai Chen,Massachusetts Institute of Technology,1,1,0,6.6,6.6,0,0
Chuchu Fan,Massachusetts Institute of Technology,2,1,1,6.425,6.6,0,2
Richard Yuanzhe Pang,New York University,1,1,0,6.6,6.6,1,0
He He,New York University,1,1,0,6.6,6.6,0,1
Shengyu Zhao,"Institute for Interdisciplinary Information Sciences, Tsinghua University",1,1,0,6.6,6.6,1,0
Jonathan Cui,Vacaville Christian Schools,1,1,0,6.6,6.6,0,0
Yilun Sheng,,1,1,0,6.6,6.6,0,0
Yue Dong,,1,1,0,6.6,6.6,0,0
Xiao Liang,,1,1,0,6.6,6.6,0,0
Eric I-Chao Chang,,1,1,0,6.6,6.6,0,0
Yan Xu,,1,1,0,6.6,6.6,0,1
Jesse Vig,Salesforce Research,1,1,0,6.6,6.6,1,0
Ali Madani,SalesForce.com,1,1,0,6.6,6.6,0,0
Lav R. Varshney,University of Illinois at Urbana-Champaign,3,2,1,6.06,6.465,0,2
Caiming Xiong,Salesforce Research,18,6,12,5.561111111111112,6.211666666666667,0,9
richard socher,SalesForce.com,5,2,3,5.71,6.55,0,0
Nazneen Rajani,"University of Texas, Austin",5,2,3,5.644,6.135,0,2
Tianjun Zhang,University of California Berkeley,3,0,3,5.976666666666667,0.0,2,0
Huazhe Xu,Tsinghua University,4,2,2,5.9625,5.625,0,0
Yi Wu,Tsinghua University,6,2,4,5.4750000000000005,5.625,0,4
Kurt Keutzer,,3,0,3,6.09,0.0,0,0
Joseph E. Gonzalez,University of California - Berkeley,6,2,4,6.046666666666667,6.3,0,2
Yuandong Tian,Facebook AI Research,4,0,4,5.7875,0.0,1,2
Alvin Wan,University of California Berkeley,1,1,0,6.6,6.6,1,0
